fecha,anio,dia,mes,semana_del_mes,quincena,dia_especial,prediccion
2022-03-23,2022,Wednesday,3,4,0,0,10.45421437978458
2022-03-24,2022,Thursday,3,4,0,0,10.360166579423819
2022-03-25,2022,Friday,3,4,0,0,10.973403773729961
2022-03-26,2022,Saturday,3,4,0,0,11.430806546339285
2022-03-27,2022,Sunday,3,4,0,0,9.498018554232194
2022-03-28,2022,Monday,3,4,0,0,10.012776566643238
2022-03-29,2022,Tuesday,3,5,0,0,10.242589849149342
2022-03-30,2022,Wednesday,3,5,1,0,10.280020831776882
2022-03-31,2022,Thursday,3,5,1,0,10.187540104697003
2022-04-01,2022,Friday,4,1,0,0,10.856812462910826
2022-04-02,2022,Saturday,4,1,0,0,11.309355377090581
2022-04-03,2022,Sunday,4,1,0,0,9.397103062899099
2022-04-04,2022,Monday,4,1,0,0,9.906391823229455
2022-04-05,2022,Tuesday,4,1,0,0,10.327129399576096
2022-04-06,2022,Wednesday,4,1,0,0,10.34313940402899
2022-04-07,2022,Thursday,4,1,0,0,10.250090852082835
2022-04-08,2022,Friday,4,2,0,0,10.94894833905854
2022-04-09,2022,Saturday,4,2,0,0,11.40533173938788
2022-04-10,2022,Sunday,4,2,0,0,9.476851177450065
2022-04-11,2022,Monday,4,2,0,0,9.99046199513432
2022-04-12,2022,Tuesday,4,2,0,0,10.41477014298686
2022-04-13,2022,Wednesday,4,2,0,0,10.430916015660053
2022-04-14,2022,Thursday,4,2,0,1,10.231009609833775
2022-04-15,2022,Friday,4,3,1,1,11.11725368115909
2022-04-16,2022,Saturday,4,3,0,0,11.676182400135263
2022-04-17,2022,Sunday,4,3,0,0,9.701904815684246
2022-04-18,2022,Monday,4,3,0,0,10.227712720881213
2022-04-19,2022,Tuesday,4,3,0,0,10.662097221165439
2022-04-20,2022,Wednesday,4,3,0,0,10.678626521553117
2022-04-21,2022,Thursday,4,3,0,0,10.582559873334368
2022-04-22,2022,Friday,4,4,0,0,10.873940914462842
2022-04-23,2022,Saturday,4,4,0,0,11.327197791364826
2022-04-24,2022,Sunday,4,4,0,0,9.4119285768418
2022-04-25,2022,Monday,4,4,0,0,9.922020826031074
2022-04-26,2022,Tuesday,4,4,0,0,10.343422186818792
2022-04-27,2022,Wednesday,4,4,0,0,10.359457449752162
2022-04-28,2022,Thursday,4,4,0,0,10.266262098032183
2022-04-29,2022,Friday,4,5,0,0,10.670336332965634
2022-04-30,2022,Saturday,4,5,1,0,11.138458140485058
2022-05-01,2022,Sunday,5,1,0,1,9.605940744560758
2022-05-02,2022,Monday,5,1,0,0,10.231532957847154
2022-05-03,2022,Tuesday,5,1,0,0,10.66607970865314
2022-05-04,2022,Wednesday,5,1,0,0,10.682615183035544
2022-05-05,2022,Thursday,5,1,0,0,10.586512652174143
2022-05-06,2022,Friday,5,1,0,0,11.213147684201475
2022-05-07,2022,Saturday,5,1,0,0,11.680543666905592
2022-05-08,2022,Sunday,5,2,0,0,9.787894209002056
2022-05-09,2022,Monday,5,2,0,0,10.318362426130399
2022-05-10,2022,Tuesday,5,2,0,0,10.756596939412656
2022-05-11,2022,Wednesday,5,2,0,0,10.77327274139351
2022-05-12,2022,Thursday,5,2,0,0,10.676354640500742
2022-05-13,2022,Friday,5,2,0,0,11.308307584014335
2022-05-14,2022,Saturday,5,2,0,0,11.779670102800893
2022-05-15,2022,Sunday,5,3,1,0,10.041386152676537
2022-05-16,2022,Monday,5,3,0,0,10.563400040538134
2022-05-17,2022,Tuesday,5,3,0,0,11.012041625722997
2022-05-18,2022,Wednesday,5,3,0,0,11.029113440032841
2022-05-19,2022,Thursday,5,3,0,0,10.929893754910433
2022-05-20,2022,Friday,5,3,0,0,11.57685414197964
2022-05-21,2022,Saturday,5,3,0,0,12.059410447372501
2022-05-22,2022,Sunday,5,4,0,0,9.720840761118541
2022-05-23,2022,Monday,5,4,0,0,10.247674925590452
2022-05-24,2022,Tuesday,5,4,0,0,10.68290724713773
2022-05-25,2022,Wednesday,5,4,0,0,10.69946880901799
2022-05-26,2022,Thursday,5,4,0,0,10.603214660216286
2022-05-27,2022,Friday,5,4,0,0,11.230838314624593
2022-05-28,2022,Saturday,5,4,0,0,11.698971693269987
2022-05-29,2022,Sunday,5,5,0,0,9.538826923583695
2022-05-30,2022,Monday,5,5,1,1,9.973524080056933
2022-05-31,2022,Tuesday,5,5,1,0,10.504903099832841
2022-06-01,2022,Wednesday,6,1,0,0,10.140758840398396
2022-06-02,2022,Thursday,6,1,0,0,10.049530936676367
2022-06-03,2022,Friday,6,1,0,0,10.644381039563703
2022-06-04,2022,Saturday,6,1,0,0,11.08806920602508
2022-06-05,2022,Sunday,6,1,0,0,9.213233258957025
2022-06-06,2022,Monday,6,1,0,0,9.712556945595516
2022-06-07,2022,Tuesday,6,1,0,0,10.125062098060445
2022-06-08,2022,Wednesday,6,2,0,0,10.226817958003553
2022-06-09,2022,Thursday,6,2,0,0,10.134815852565577
2022-06-10,2022,Friday,6,2,0,0,10.734714125492996
2022-06-11,2022,Saturday,6,2,0,0,11.18216763266491
2022-06-12,2022,Sunday,6,2,0,0,9.291420970255091
2022-06-13,2022,Monday,6,2,0,0,9.794982146074398
2022-06-14,2022,Tuesday,6,2,0,0,10.210988005930897
2022-06-15,2022,Wednesday,6,3,1,0,10.491677375813277
2022-06-16,2022,Thursday,6,3,0,0,10.375494653756482
2022-06-17,2022,Friday,6,3,0,0,10.989639144796302
2022-06-18,2022,Saturday,6,3,0,0,11.447718653985566
2022-06-19,2022,Sunday,6,3,0,0,9.512071063262447
2022-06-20,2022,Monday,6,3,0,1,9.924698100131502
2022-06-21,2022,Tuesday,6,3,0,0,10.453475722332776
2022-06-22,2022,Wednesday,6,4,0,0,10.156757596671643
2022-06-23,2022,Thursday,6,4,0,0,10.06538576555523
2022-06-24,2022,Friday,6,4,0,0,10.661174344740541
2022-06-25,2022,Saturday,6,4,0,0,11.105562504067175
2022-06-26,2022,Sunday,6,4,0,0,9.22776868729316
2022-06-27,2022,Monday,6,4,0,1,9.628062884532351
2022-06-28,2022,Tuesday,6,4,0,0,10.141036090077002
2022-06-29,2022,Wednesday,6,5,0,0,9.966581615754878
2022-06-30,2022,Thursday,6,5,1,0,9.897671081804468
2022-07-01,2022,Friday,7,1,0,0,11.066343098448963
2022-07-02,2022,Saturday,7,1,0,0,11.527619847236279
2022-07-03,2022,Sunday,7,1,0,0,9.578462092882628
2022-07-04,2022,Monday,7,1,0,1,9.993969126509972
2022-07-05,2022,Tuesday,7,1,0,0,10.526437437158023
2022-07-06,2022,Wednesday,7,1,0,0,10.542756426077531
2022-07-07,2022,Thursday,7,1,0,0,10.447912087173483
2022-07-08,2022,Friday,7,2,0,0,11.160257147403017
2022-07-09,2022,Saturday,7,2,0,0,11.625448501654997
2022-07-10,2022,Sunday,7,2,0,0,9.659749303110331
2022-07-11,2022,Monday,7,2,0,0,10.183272533062581
2022-07-12,2022,Tuesday,7,2,0,0,10.615769599733355
2022-07-13,2022,Wednesday,7,2,0,0,10.632227079056662
2022-07-14,2022,Thursday,7,2,0,0,10.536577847713657
2022-07-15,2022,Friday,7,3,1,0,11.449291255842846
2022-07-16,2022,Saturday,7,3,0,0,11.901526434336589
2022-07-17,2022,Sunday,7,3,0,0,9.88914635540002
2022-07-18,2022,Monday,7,3,0,0,10.425102070087414
2022-07-19,2022,Tuesday,7,3,0,0,10.86786995736698
2022-07-20,2022,Wednesday,7,3,0,1,10.773030753708008
2022-07-21,2022,Thursday,7,3,0,0,10.786797581543398
2022-07-22,2022,Friday,7,4,0,0,11.083802119894468
2022-07-23,2022,Saturday,7,4,0,0,11.545806610500174
2022-07-24,2022,Sunday,7,4,0,0,9.593573731262792
2022-07-25,2022,Monday,7,4,0,0,10.113510486242404
2022-07-26,2022,Tuesday,7,4,0,0,10.543044666422933
2022-07-27,2022,Wednesday,7,4,0,0,10.559389401297992
2022-07-28,2022,Thursday,7,4,0,0,10.46439542946352
2022-07-29,2022,Friday,7,5,0,0,10.876268079589222
2022-07-30,2022,Saturday,7,5,1,0,11.35342438597043
2022-07-31,2022,Sunday,7,5,1,0,9.433720624600506
2022-08-01,2022,Monday,8,1,0,0,10.056173863357579
2022-08-02,2022,Tuesday,8,1,0,0,10.483272881253098
2022-08-03,2022,Wednesday,8,1,0,0,10.499524952764535
2022-08-04,2022,Thursday,8,1,0,0,10.405069531173996
2022-08-05,2022,Friday,8,1,0,0,11.020964613259862
2022-08-06,2022,Saturday,8,1,0,0,11.480349857335394
2022-08-07,2022,Sunday,8,1,0,1,9.441303727055507
2022-08-08,2022,Monday,8,2,0,0,10.14151515416088
2022-08-09,2022,Tuesday,8,2,0,0,10.57223872966482
2022-08-10,2022,Wednesday,8,2,0,0,10.588628723688323
2022-08-11,2022,Thursday,8,2,0,0,10.49337171018903
2022-08-12,2022,Friday,8,2,0,0,11.114493559633814
2022-08-13,2022,Saturday,8,2,0,0,11.577777356999908
2022-08-14,2022,Sunday,8,2,0,0,9.62013867593368
2022-08-15,2022,Monday,8,3,1,1,10.29740877285209
2022-08-16,2022,Tuesday,8,3,0,0,10.823305328246947
2022-08-17,2022,Wednesday,8,3,0,0,10.840084547311186
2022-08-18,2022,Thursday,8,3,0,0,10.742565396625825
2022-08-19,2022,Friday,8,3,0,0,11.378437475802707
2022-08-20,2022,Saturday,8,3,0,0,11.85272320853529
2022-08-21,2022,Sunday,8,3,0,0,9.848595066014797
2022-08-22,2022,Monday,8,4,0,0,10.072039172572932
2022-08-23,2022,Tuesday,8,4,0,0,10.499812011155779
2022-08-24,2022,Wednesday,8,4,0,0,10.516089723049275
2022-08-25,2022,Thursday,8,4,0,0,10.421485282110925
2022-08-26,2022,Friday,8,4,0,0,11.038352042496538
2022-08-27,2022,Saturday,8,4,0,0,11.498462044222968
2022-08-28,2022,Sunday,8,4,0,0,9.554234462671378
2022-08-29,2022,Monday,8,5,0,0,9.883449466532907
2022-08-30,2022,Tuesday,8,5,1,0,10.324858691739083
2022-08-31,2022,Wednesday,8,5,1,0,10.340865175945336
2022-09-01,2022,Thursday,9,1,0,0,10.89490374862759
2022-09-02,2022,Friday,9,1,0,0,11.539793013276403
2022-09-03,2022,Saturday,9,1,0,0,12.020804505102351
2022-09-04,2022,Sunday,9,1,0,0,9.988256188521031
2022-09-05,2022,Monday,9,1,0,0,10.529583295190495
2022-09-06,2022,Tuesday,9,1,0,0,10.976788638428603
2022-09-07,2022,Wednesday,9,1,0,0,10.993805800524674
2022-09-08,2022,Thursday,9,2,0,0,10.987362884847732
2022-09-09,2022,Friday,9,2,0,0,11.637724974749782
2022-09-10,2022,Saturday,9,2,0,0,12.122818550095912
2022-09-11,2022,Sunday,9,2,0,0,10.07302109887212
2022-09-12,2022,Monday,9,2,0,0,10.618942154955914
2022-09-13,2022,Tuesday,9,2,0,0,11.069942687275343
2022-09-14,2022,Wednesday,9,2,0,0,11.087104264792112
2022-09-15,2022,Thursday,9,3,1,0,11.271919288305318
2022-09-16,2022,Friday,9,3,0,0,11.914094445715875
2022-09-17,2022,Saturday,9,3,0,0,12.410707888998246
2022-09-18,2022,Sunday,9,3,0,0,10.312232415359292
2022-09-19,2022,Monday,9,3,0,0,10.87111785355269
2022-09-20,2022,Tuesday,9,3,0,0,11.332828621660727
2022-09-21,2022,Wednesday,9,3,0,0,11.350397747569435
2022-09-22,2022,Thursday,9,4,0,0,10.912092295603026
2022-09-23,2022,Friday,9,4,0,0,11.557998981761486
2022-09-24,2022,Saturday,9,4,0,0,12.039769350289216
2022-09-25,2022,Sunday,9,4,0,0,10.004014346156957
2022-09-26,2022,Monday,9,4,0,0,10.54619548757668
2022-09-27,2022,Tuesday,9,4,0,0,10.99410637261922
2022-09-28,2022,Wednesday,9,4,0,0,11.011150382156702
2022-09-29,2022,Thursday,9,5,0,0,10.707773364446238
2022-09-30,2022,Friday,9,5,1,0,11.365413601611298
2022-10-01,2022,Saturday,10,1,0,0,11.246381096428854
2022-10-02,2022,Sunday,10,1,0,0,9.3447768439451
2022-10-03,2022,Monday,10,1,0,0,9.851229713788202
2022-10-04,2022,Tuesday,10,1,0,0,10.26962448231474
2022-10-05,2022,Wednesday,10,1,0,0,10.285545337697664
2022-10-06,2022,Thursday,10,1,0,0,10.193014911270609
2022-10-07,2022,Friday,10,1,0,0,10.796358092848669
2022-10-08,2022,Saturday,10,2,0,0,11.341823030177869
2022-10-09,2022,Sunday,10,2,0,0,9.424080894269549
2022-10-10,2022,Monday,10,2,0,0,9.934831754802818
2022-10-11,2022,Tuesday,10,2,0,0,10.356777212696562
2022-10-12,2022,Wednesday,10,2,0,0,10.372833179739999
2022-10-13,2022,Thursday,10,2,0,0,10.27951749779358
2022-10-14,2022,Friday,10,2,0,0,10.88798092556198
2022-10-15,2022,Saturday,10,3,1,0,11.635559425702818
2022-10-16,2022,Sunday,10,3,0,0,9.647881358427442
2022-10-17,2022,Monday,10,3,0,1,10.066399751584472
2022-10-18,2022,Tuesday,10,3,0,0,10.602727090821103
2022-10-19,2022,Wednesday,10,3,0,0,10.619164350525022
2022-10-20,2022,Thursday,10,3,0,0,10.523632633596826
2022-10-21,2022,Friday,10,3,0,0,11.146545682403652
2022-10-22,2022,Saturday,10,4,0,0,11.264124158161179
2022-10-23,2022,Sunday,10,4,0,0,9.359519804457934
2022-10-24,2022,Monday,10,4,0,0,9.866771689064725
2022-10-25,2022,Tuesday,10,4,0,0,10.285826545858129
2022-10-26,2022,Wednesday,10,4,0,0,10.301772519073845
2022-10-27,2022,Thursday,10,4,0,0,10.209096110303301
2022-10-28,2022,Friday,10,4,0,0,10.813391167442463
2022-10-29,2022,Saturday,10,5,0,0,11.053213752890848
2022-10-30,2022,Sunday,10,5,1,0,9.20356662584898
2022-10-31,2022,Monday,10,5,1,0,9.702366416180366
2022-11-01,2022,Tuesday,11,1,0,0,9.72340855522111
2022-11-02,2022,Wednesday,11,1,0,0,9.73848261968212
2022-11-03,2022,Thursday,11,1,0,0,9.650873657787896
2022-11-04,2022,Friday,11,1,0,0,10.222126507742944
2022-11-05,2022,Saturday,11,1,0,0,10.6482139007721
2022-11-06,2022,Sunday,11,1,0,0,8.847751275377473
2022-11-07,2022,Monday,11,1,0,1,9.23156058119874
2022-11-08,2022,Tuesday,11,2,0,0,9.805925847422477
2022-11-09,2022,Wednesday,11,2,0,0,9.82112783728894
2022-11-10,2022,Thursday,11,2,0,0,9.732775385674312
2022-11-11,2022,Friday,11,2,0,0,10.30887614858837
2022-11-12,2022,Saturday,11,2,0,0,10.738579514114647
2022-11-13,2022,Sunday,11,2,0,0,8.922837339402141
2022-11-14,2022,Monday,11,2,0,1,9.309903826535724
2022-11-15,2022,Tuesday,11,3,1,0,10.05988478378949
2022-11-16,2022,Wednesday,11,3,0,0,10.054357262333005
2022-11-17,2022,Thursday,11,3,0,0,9.963906641156521
2022-11-18,2022,Friday,11,3,0,0,10.553688485503177
2022-11-19,2022,Saturday,11,3,0,0,10.993596327596862
2022-11-20,2022,Sunday,11,3,0,0,9.134734410381004
2022-11-21,2022,Monday,11,3,0,0,9.629803745331426
2022-11-22,2022,Tuesday,11,4,0,0,9.73874887107602
2022-11-23,2022,Wednesday,11,4,0,0,9.753846717414417
2022-11-24,2022,Thursday,11,4,0,0,9.666099537616509
2022-11-25,2022,Friday,11,4,0,0,10.238253635225767
2022-11-26,2022,Saturday,11,4,0,0,10.665013252933516
2022-11-27,2022,Sunday,11,4,0,0,8.861710094283328
2022-11-28,2022,Monday,11,4,0,0,9.34198250569734
2022-11-29,2022,Tuesday,11,5,0,0,9.556399720588683
2022-11-30,2022,Wednesday,11,5,1,0,9.591323059040324
2022-12-01,2022,Thursday,12,1,0,0,10.693670113434072
2022-12-02,2022,Friday,12,1,0,0,11.326647991436731
2022-12-03,2022,Saturday,12,1,0,0,11.798774990723478
2022-12-04,2022,Sunday,12,1,0,0,9.803768730124402
2022-12-05,2022,Monday,12,1,0,0,10.335097288480153
2022-12-06,2022,Tuesday,12,1,0,0,10.774042553522605
2022-12-07,2022,Wednesday,12,1,0,0,10.790745401195323
2022-12-08,2022,Thursday,12,2,0,1,10.673763118178073
2022-12-09,2022,Friday,12,2,0,0,11.422771106768499
2022-12-10,2022,Saturday,12,2,0,0,11.898904791708235
2022-12-11,2022,Sunday,12,2,0,0,9.886967995524385
2022-12-12,2022,Monday,12,2,0,0,10.422805651040436
2022-12-13,2022,Tuesday,12,2,0,0,10.865476006362726
2022-12-14,2022,Wednesday,12,2,0,0,10.882320602040183
2022-12-15,2022,Thursday,12,3,1,0,11.063722011272986
2022-12-16,2022,Friday,12,3,0,0,11.694035912784614
2022-12-17,2022,Saturday,12,3,0,0,12.181476688663635
2022-12-18,2022,Sunday,12,3,0,0,10.12176097441934
2022-12-19,2022,Monday,12,3,0,0,10.670323554239754
2022-12-20,2022,Tuesday,12,3,0,0,11.123506322613412
2022-12-21,2022,Wednesday,12,3,0,0,11.140750939085843
2022-12-22,2022,Thursday,12,4,0,0,10.710541180432507
2022-12-23,2022,Friday,12,4,0,0,11.34451768772474
2022-12-24,2022,Saturday,12,4,0,0,11.817389546928824
2022-12-25,2022,Sunday,12,4,0,1,9.71848117522281
2022-12-26,2022,Monday,12,4,0,0,10.351402646410564
2022-12-27,2022,Tuesday,12,4,0,0,10.791040421591877
2022-12-28,2022,Wednesday,12,4,0,0,10.807769620822027
2022-12-29,2022,Thursday,12,5,0,0,10.509996109256878
2022-12-30,2022,Friday,12,5,1,0,11.155489443739027
2022-12-31,2022,Saturday,12,5,1,0,11.62048206650168
